EmployeeID ,Gender ,Age ,HireDate  ,YearsAtCompany ,Grade ,SalaryPerAnnum ,Country   ,SBU   ,BuisnesUnit            ,Practice        ,PerformanceScore ,GABL     ,EmploymentType ,Department ,AttritionRisk ,PromotionEligible ,ActiveStatus
E01938      ,Female , 28 ,2011-02-16 ,              14 ,E     ,         1370000 ,UK        ,CIS   ,Retail        ,Data & AI       ,Good              ,Onshore  ,Full-Time       ,HR         ,High           ,No                 ,Inactive
E01939      ,Female , 46 ,2023-05-24 ,               2 ,C     ,         2140000 ,Canada    ,EU    ,Insurance     ,Data & AI       ,Excellent         ,Offshore ,Part-Time       ,Marketing  ,High           ,No                 ,Inactive
E01940      ,Female , 47 ,2010-01-23 ,              15 ,C     ,         2400000 ,UK        ,MEA   ,Retail        ,Engineering     ,Average           ,Offshore ,Part-Time       ,Sales      ,Low            ,No                 ,Active
E01941      ,Female , 51 ,2007-09-14 ,              18 ,A     ,         2180000 ,France    ,LATAM ,Manufacturing ,Technology      ,Good              ,Offshore ,Contract        ,Marketing  ,Low            ,No                 ,Active
E01942      ,Male   , 40 ,2011-11-14 ,              14 ,D     ,          900000 ,Brazil    ,FF    ,Insurance     ,Technology      ,Average           ,Onshore  ,Full-Time       ,IT         ,Medium         ,No                 ,Inactive
E01943      ,Male   , 22 ,2010-10-04 ,              15 ,A     ,         3100000 ,Canada    ,FF    ,Insurance     ,Cybersecurity   ,Average           ,Offshore ,Full-Time       ,Legal      ,Low            ,Yes                ,Active
E01944      ,Male   , 32 ,2023-06-05 ,               2 ,E     ,         1880000 ,Brazil    ,EU    ,Insurance     ,Engineering     ,Below Average     ,Offshore ,Part-Time       ,Legal      ,Low            ,No                 ,Inactive
E01945      ,Male   , 59 ,2022-07-23 ,               3 ,D     ,          940000 ,USA       ,LATAM ,Public Sector ,Engineering     ,Poor              ,Onshore  ,Full-Time       ,IT         ,Medium         ,Yes                ,Inactive
E01946      ,Female , 36 ,2001-08-21 ,              24 ,E     ,         1470000 ,UK        ,CIS   ,Insurance     ,Human Resources ,Average           ,Onshore  ,Full-Time       ,Sales      ,Low            ,Yes                ,Active
E01947      ,Male   , 24 ,2003-09-05 ,              22 ,A     ,         1060000 ,India     ,MEA   ,Energy        ,Human Resources ,Good              ,Offshore ,Part-Time       ,Sales      ,High           ,No                 ,Active
E01948      ,Male   , 38 ,2021-02-27 ,               4 ,A     ,         2430000 ,Japan     ,NA    ,Energy        ,Digital         ,Below Average     ,Onshore  ,Contract        ,Sales      ,Medium         ,Yes                ,Active
E01949      ,Female , 47 ,2009-11-17 ,              16 ,B     ,         2400000 ,France    ,NA    ,Telecom       ,Cybersecurity   ,Good              ,Offshore ,Contract        ,HR         ,High           ,No                 ,Inactive
E01950      ,Female , 46 ,2005-06-07 ,              20 ,D     ,         1430000 ,Japan     ,LATAM ,Energy        ,Cybersecurity   ,Below Average     ,Onshore  ,Part-Time       ,HR         ,Low            ,No                 ,Inactive
E01951      ,Female , 34 ,2001-10-01 ,              24 ,B     ,         2350000 ,UK        ,FF    ,Energy        ,Digital         ,Below Average     ,Onshore  ,Part-Time       ,Marketing  ,Medium         ,No                 ,Active
E01952      ,Female , 40 ,2020-08-12 ,               5 ,D     ,          920000 ,Canada    ,FF    ,Energy        ,Consulting      ,Average           ,Onshore  ,Full-Time       ,Marketing  ,Low            ,No                 ,Inactive
E01953      ,Male   , 37 ,2023-10-25 ,               2 ,D     ,         1320000 ,India     ,NA    ,Public Sector ,Technology      ,Poor              ,Onshore  ,Full-Time       ,Operations ,High           ,Yes                ,Active
E01954      ,Female , 53 ,2009-01-27 ,              16 ,E     ,         1130000 ,Canada    ,MEA   ,Public Sector ,Engineering     ,Average           ,Offshore ,Full-Time       ,Operations ,Low            ,Yes                ,Active
E01955      ,Female , 42 ,2008-08-02 ,              17 ,B     ,         3450000 ,India     ,EU    ,Manufacturing ,Digital         ,Average           ,Offshore ,Contract        ,IT         ,High           ,No                 ,Active
E01956      ,Male   , 23 ,2003-04-01 ,              22 ,C     ,         3450000 ,India     ,MEA   ,Banking       ,Engineering     ,Below Average     ,Onshore  ,Contract        ,Operations ,Low            ,Yes                ,Inactive
E01957      ,Female , 25 ,2004-10-14 ,              21 ,F     ,         2750000 ,Australia ,APAC  ,Retail        ,Consulting      ,Excellent         ,Offshore ,Full-Time       ,Legal      ,High           ,No                 ,Active
E01958      ,Male   , 48 ,2023-09-09 ,               2 ,C     ,         1060000 ,Germany   ,NA    ,Insurance     ,Human Resources ,Average           ,Onshore  ,Part-Time       ,Marketing  ,Low            ,No                 ,Inactive
E01959      ,Female , 39 ,2017-04-23 ,               8 ,F     ,         2440000 ,Canada    ,APAC  ,Public Sector ,Engineering     ,Average           ,Offshore ,Part-Time       ,IT         ,High           ,Yes                ,Inactive
E01960      ,Female , 57 ,2023-10-05 ,               2 ,B     ,         2800000 ,Singapore ,NA    ,Public Sector ,Cybersecurity   ,Average           ,Onshore  ,Full-Time       ,Sales      ,Medium         ,No                 ,Inactive
E01961      ,Female , 22 ,2005-12-11 ,              20 ,E     ,         3280000 ,USA       ,LATAM ,Manufacturing ,Human Resources ,Average           ,Offshore ,Contract        ,Legal      ,Medium         ,Yes                ,Active
E01962      ,Female , 35 ,2018-12-16 ,               7 ,C     ,         3230000 ,Canada    ,MEA   ,Public Sector ,Technology      ,Good              ,Offshore ,Contract        ,IT         ,Medium         ,Yes                ,Active
E01963      ,Female , 27 ,2000-02-12 ,              25 ,D     ,         2910000 ,UK        ,LATAM ,Banking       ,Digital         ,Excellent         ,Offshore ,Part-Time       ,IT         ,High           ,No                 ,Active
E01964      ,Female , 55 ,2008-03-18 ,              17 ,B     ,          920000 ,Canada    ,APAC  ,Public Sector ,Human Resources ,Poor              ,Offshore ,Contract        ,Operations ,High           ,No                 ,Active
E01965      ,Female , 23 ,2008-02-02 ,              17 ,B     ,         2210000 ,Brazil    ,LATAM ,Public Sector ,Data & AI       ,Poor              ,Onshore  ,Contract        ,Finance    ,Low            ,Yes                ,Active
E01966      ,Male   , 45 ,2012-04-06 ,              13 ,D     ,         2870000 ,Japan     ,LATAM ,Public Sector ,Consulting      ,Excellent         ,Offshore ,Part-Time       ,Sales      ,Low            ,No                 ,Active
E01967      ,Male   , 50 ,2010-11-06 ,              15 ,F     ,         3330000 ,Australia ,NA    ,Public Sector ,Technology      ,Excellent         ,Offshore ,Part-Time       ,Operations ,Low            ,Yes                ,Inactive
E01968      ,Male   , 40 ,2003-10-15 ,              22 ,E     ,         2720000 ,India     ,APAC  ,Manufacturing ,Engineering     ,Good              ,Onshore  ,Contract        ,Operations ,Low            ,Yes                ,Active
E01969      ,Male   , 31 ,2005-10-26 ,              20 ,A     ,         1650000 ,Australia ,EU    ,Telecom       ,Consulting      ,Poor              ,Offshore ,Contract        ,Marketing  ,Medium         ,No                 ,Inactive
E01970      ,Female , 42 ,2017-07-19 ,               8 ,C     ,          990000 ,Germany   ,NA    ,Public Sector ,Engineering     ,Average           ,Onshore  ,Part-Time       ,HR         ,High           ,Yes                ,Inactive
E01971      ,Male   , 47 ,2000-01-27 ,              25 ,F     ,         2370000 ,Japan     ,LATAM ,Manufacturing ,Cybersecurity   ,Below Average     ,Offshore ,Contract        ,Operations ,Low            ,No                 ,Inactive
E01972      ,Female , 34 ,2000-07-22 ,              25 ,B     ,         2520000 ,USA       ,EU    ,Retail        ,Technology      ,Below Average     ,Onshore  ,Full-Time       ,Finance    ,Low            ,No                 ,Inactive
E01973      ,Female , 22 ,2020-12-13 ,               5 ,A     ,         3070000 ,Singapore ,EU    ,Telecom       ,Digital         ,Good              ,Onshore  ,Full-Time       ,Marketing  ,High           ,No                 ,Inactive
E01974      ,Male   , 41 ,2019-08-03 ,               6 ,F     ,         3310000 ,UK        ,NA    ,Public Sector ,Technology      ,Below Average     ,Offshore ,Contract        ,Finance    ,Low            ,No                 ,Active
E01975      ,Male   , 29 ,2020-04-13 ,               5 ,E     ,         3390000 ,India     ,LATAM ,Retail        ,Human Resources ,Average           ,Onshore  ,Part-Time       ,Sales      ,Medium         ,No                 ,Active
E01976      ,Male   , 22 ,2002-01-10 ,              23 ,D     ,         2490000 ,Canada    ,MEA   ,Manufacturing ,Cybersecurity   ,Poor              ,Offshore ,Full-Time       ,Sales      ,Medium         ,No                 ,Inactive
E01977      ,Female , 25 ,2019-03-20 ,               6 ,D     ,         1130000 ,India     ,FF    ,Insurance     ,Engineering     ,Below Average     ,Onshore  ,Contract        ,Finance    ,High           ,No                 ,Inactive
E01978      ,Male   , 48 ,2017-09-11 ,               8 ,A     ,         1520000 ,Singapore ,LATAM ,Retail        ,Cybersecurity   ,Average           ,Offshore ,Contract        ,IT         ,High           ,Yes                ,Active
E01979      ,Female , 48 ,2022-01-19 ,               3 ,C     ,         3370000 ,Australia ,EU    ,Manufacturing ,Digital         ,Average           ,Onshore  ,Part-Time       ,HR         ,Medium         ,No                 ,Active
E01980      ,Female , 26 ,2008-03-15 ,              17 ,A     ,         1790000 ,Brazil    ,CIS   ,Public Sector ,Human Resources ,Good              ,Offshore ,Full-Time       ,Marketing  ,High           ,Yes                ,Active
E01981      ,Female , 55 ,2004-10-31 ,              21 ,A     ,         1350000 ,Germany   ,MEA   ,Banking       ,Consulting      ,Good              ,Onshore  ,Full-Time       ,Sales      ,Medium         ,Yes                ,Inactive
E01982      ,Female , 29 ,2017-02-03 ,               8 ,A     ,         1700000 ,Japan     ,NA    ,Public Sector ,Technology      ,Good              ,Offshore ,Contract        ,Operations ,Medium         ,Yes                ,Active
E01983      ,Female , 49 ,2013-03-15 ,              12 ,D     ,         3320000 ,Singapore ,CIS   ,Public Sector ,Technology      ,Good              ,Onshore  ,Full-Time       ,IT         ,Medium         ,No                 ,Inactive
E01984      ,Male   , 43 ,2017-02-08 ,               8 ,D     ,         1850000 ,Australia ,APAC  ,Retail        ,Digital         ,Below Average     ,Offshore ,Full-Time       ,Legal      ,Medium         ,Yes                ,Active
E01985      ,Female , 23 ,2003-10-22 ,              22 ,D     ,         1340000 ,UK        ,NA    ,Public Sector ,Digital         ,Good              ,Offshore ,Part-Time       ,Operations ,Low            ,Yes                ,Active
E01986      ,Female , 38 ,2016-09-04 ,               9 ,E     ,         1670000 ,UK        ,LATAM ,Telecom       ,Cybersecurity   ,Poor              ,Offshore ,Part-Time       ,HR         ,High           ,Yes                ,Active
E01987      ,Male   , 29 ,2003-12-01 ,              22 ,F     ,         3040000 ,India     ,FF    ,Telecom       ,Digital         ,Average           ,Onshore  ,Contract        ,Legal      ,Low            ,Yes                ,Inactive
E01988      ,Male   , 42 ,2018-06-10 ,               7 ,A     ,         2250000 ,France    ,EU    ,Banking       ,Consulting      ,Good              ,Offshore ,Part-Time       ,Operations ,Medium         ,Yes                ,Inactive
E01989      ,Male   , 52 ,2019-03-19 ,               6 ,E     ,         1860000 ,Brazil    ,FF    ,Manufacturing ,Cybersecurity   ,Good              ,Onshore  ,Part-Time       ,HR         ,Low            ,No                 ,Inactive
E01990      ,Female , 58 ,2021-10-05 ,               4 ,A     ,         2140000 ,UK        ,APAC  ,Public Sector ,Consulting      ,Average           ,Offshore ,Contract        ,Legal      ,Medium         ,Yes                ,Inactive
E01991      ,Female , 33 ,2012-02-26 ,              13 ,D     ,         1400000 ,Brazil    ,MEA   ,Banking       ,Human Resources ,Average           ,Offshore ,Full-Time       ,Sales      ,Low            ,Yes                ,Active
E01992      ,Female , 45 ,2018-06-13 ,               7 ,D     ,         1600000 ,Canada    ,NA    ,Telecom       ,Human Resources ,Excellent         ,Onshore  ,Full-Time       ,Operations ,Low            ,Yes                ,Inactive
E01993      ,Male   , 24 ,2018-08-27 ,               7 ,C     ,          970000 ,Australia ,MEA   ,Banking       ,Consulting      ,Good              ,Onshore  ,Part-Time       ,IT         ,Medium         ,No                 ,Active
E01994      ,Male   , 54 ,2000-11-22 ,              25 ,D     ,         2530000 ,Singapore ,EU    ,Energy        ,Technology      ,Poor              ,Offshore ,Part-Time       ,Legal      ,Medium         ,Yes                ,Active
E01995      ,Male   , 49 ,2005-05-13 ,              20 ,B     ,          930000 ,Germany   ,LATAM ,Energy        ,Cybersecurity   ,Average           ,Onshore  ,Contract        ,Sales      ,High           ,No                 ,Active
E01996      ,Female , 27 ,2005-01-19 ,              20 ,E     ,         1240000 ,Japan     ,LATAM ,Retail        ,Human Resources ,Average           ,Offshore ,Part-Time       ,Marketing  ,Low            ,No                 ,Active
E01997      ,Female , 40 ,2006-01-03 ,              19 ,A     ,         1020000 ,Canada    ,EU    ,Insurance     ,Cybersecurity   ,Good              ,Offshore ,Full-Time       ,HR         ,Low            ,No                 ,Inactive
E01998      ,Female , 22 ,2016-10-27 ,               9 ,E     ,         2840000 ,Japan     ,LATAM ,Retail        ,Engineering     ,Average           ,Onshore  ,Full-Time       ,Legal      ,High           ,Yes                ,Active
E01999      ,Male   , 47 ,2005-03-11 ,              20 ,B     ,         3020000 ,Brazil    ,FF    ,Manufacturing ,Data & AI       ,Good              ,Offshore ,Contract        ,Sales      ,Medium         ,No                 ,Active
E02000      ,Female , 44 ,2004-04-18 ,              21 ,E     ,          980000 ,Brazil    ,LATAM ,Banking       ,Digital         ,Good              ,Offshore ,Full-Time       ,Marketing  ,Low            ,Yes                ,Inactive
E02001      ,Female , 53 ,2004-11-02 ,              21 ,F     ,         2890000 ,France    ,LATAM ,Banking       ,Cybersecurity   ,Average           ,Offshore ,Part-Time       ,Marketing  ,Medium         ,No                 ,Active
E02002      ,Male   , 54 ,2023-11-20 ,               2 ,A     ,         2510000 ,Germany   ,NA    ,Insurance     ,Technology      ,Below Average     ,Onshore  ,Contract        ,Marketing  ,High           ,No                 ,Inactive
E02003      ,Male   , 40 ,2021-02-04 ,               4 ,C     ,         2740000 ,Australia ,LATAM ,Telecom       ,Human Resources ,Average           ,Offshore ,Full-Time       ,HR         ,Medium         ,Yes                ,Inactive
E02004      ,Male   , 25 ,2022-10-15 ,               3 ,A     ,         1030000 ,Brazil    ,APAC  ,Insurance     ,Digital         ,Good              ,Onshore  ,Part-Time       ,HR         ,Low            ,Yes                ,Inactive
E02005      ,Male   , 52 ,2017-03-26 ,               8 ,C     ,         1240000 ,UK        ,NA    ,Telecom       ,Consulting      ,Average           ,Onshore  ,Part-Time       ,Marketing  ,Medium         ,No                 ,Inactive
E02006      ,Female , 36 ,2018-11-21 ,               7 ,C     ,         3400000 ,Germany   ,FF    ,Insurance     ,Cybersecurity   ,Below Average     ,Onshore  ,Full-Time       ,Sales      ,High           ,No                 ,Active
E02007      ,Male   , 28 ,2017-06-30 ,               8 ,E     ,         2870000 ,Germany   ,FF    ,Insurance     ,Human Resources ,Poor              ,Onshore  ,Contract        ,Marketing  ,High           ,Yes                ,Inactive
E02008      ,Female , 31 ,2007-06-28 ,              18 ,F     ,          900000 ,Brazil    ,NA    ,Energy        ,Data & AI       ,Good              ,Onshore  ,Contract        ,Sales      ,Low            ,No                 ,Inactive
E02009      ,Male   , 22 ,2007-11-09 ,              18 ,E     ,         3300000 ,Germany   ,FF    ,Public Sector ,Engineering     ,Excellent         ,Onshore  ,Part-Time       ,Legal      ,Medium         ,No                 ,Inactive
E02010      ,Female , 29 ,2017-07-08 ,               8 ,E     ,          700000 ,Singapore ,LATAM ,Banking       ,Consulting      ,Excellent         ,Offshore ,Part-Time       ,HR         ,Low            ,Yes                ,Active
E02011      ,Female , 50 ,2006-01-31 ,              19 ,B     ,          920000 ,Singapore ,MEA   ,Energy        ,Human Resources ,Excellent         ,Offshore ,Part-Time       ,Operations ,Low            ,Yes                ,Inactive
E02012      ,Female , 58 ,2014-03-17 ,              11 ,B     ,         1830000 ,India     ,MEA   ,Telecom       ,Consulting      ,Good              ,Onshore  ,Contract        ,Finance    ,Low            ,Yes                ,Active
E02013      ,Female , 45 ,2016-11-09 ,               9 ,D     ,         2970000 ,Brazil    ,APAC  ,Manufacturing ,Digital         ,Average           ,Offshore ,Part-Time       ,HR         ,Medium         ,No                 ,Inactive
E02014      ,Female , 35 ,2010-05-28 ,              15 ,E     ,         3320000 ,France    ,APAC  ,Manufacturing ,Engineering     ,Good              ,Offshore ,Full-Time       ,Operations ,High           ,No                 ,Inactive
E02015      ,Male   , 45 ,2003-05-03 ,              22 ,F     ,          960000 ,UK        ,NA    ,Manufacturing ,Human Resources ,Below Average     ,Onshore  ,Full-Time       ,Sales      ,Low            ,Yes                ,Active
E02016      ,Male   , 47 ,2014-04-05 ,              11 ,E     ,          930000 ,USA       ,APAC  ,Telecom       ,Data & AI       ,Average           ,Offshore ,Full-Time       ,IT         ,Medium         ,Yes                ,Inactive
E02017      ,Female , 27 ,2009-04-09 ,              16 ,F     ,         2260000 ,Singapore ,MEA   ,Insurance     ,Human Resources ,Average           ,Onshore  ,Full-Time       ,Finance    ,Medium         ,No                 ,Active
E02018      ,Female , 30 ,2005-05-26 ,              20 ,A     ,         1250000 ,UK        ,MEA   ,Manufacturing ,Data & AI       ,Average           ,Offshore ,Contract        ,IT         ,Medium         ,No                 ,Active
E02019      ,Female , 39 ,2007-10-16 ,              18 ,A     ,          730000 ,Canada    ,EU    ,Energy        ,Engineering     ,Good              ,Offshore ,Part-Time       ,Sales      ,High           ,Yes                ,Inactive
E02020      ,Female , 35 ,2023-06-26 ,               2 ,C     ,         1650000 ,Australia ,FF    ,Telecom       ,Digital         ,Excellent         ,Onshore  ,Part-Time       ,Legal      ,Low            ,Yes                ,Active
E02021      ,Male   , 44 ,2015-09-23 ,              10 ,B     ,          760000 ,USA       ,FF    ,Telecom       ,Consulting      ,Average           ,Onshore  ,Part-Time       ,Legal      ,Low            ,No                 ,Active
E02022      ,Male   , 36 ,2014-04-23 ,              11 ,C     ,         1230000 ,Canada    ,APAC  ,Insurance     ,Consulting      ,Average           ,Offshore ,Full-Time       ,HR         ,Medium         ,No                 ,Inactive
E02023      ,Female , 44 ,2010-12-27 ,              15 ,A     ,         3310000 ,Germany   ,NA    ,Manufacturing ,Digital         ,Below Average     ,Offshore ,Contract        ,Legal      ,High           ,Yes                ,Active
E02024      ,Male   , 49 ,2022-05-11 ,               3 ,F     ,          700000 ,India     ,CIS   ,Banking       ,Cybersecurity   ,Average           ,Offshore ,Part-Time       ,Finance    ,High           ,Yes                ,Inactive
E02025      ,Male   , 29 ,2006-08-22 ,              19 ,F     ,         1710000 ,USA       ,NA    ,Manufacturing ,Consulting      ,Good              ,Onshore  ,Full-Time       ,Legal      ,Low            ,Yes                ,Inactive
E02026      ,Male   , 52 ,2004-05-02 ,              21 ,E     ,         1340000 ,Japan     ,EU    ,Energy        ,Technology      ,Poor              ,Onshore  ,Contract        ,HR         ,High           ,No                 ,Active
E02027      ,Female , 60 ,2010-05-06 ,              15 ,D     ,         1680000 ,Canada    ,MEA   ,Public Sector ,Consulting      ,Good              ,Onshore  ,Part-Time       ,IT         ,Medium         ,Yes                ,Active
E02028      ,Male   , 34 ,2008-08-05 ,              17 ,B     ,         2910000 ,Canada    ,APAC  ,Energy        ,Consulting      ,Poor              ,Onshore  ,Contract        ,Operations ,Medium         ,Yes                ,Active
E02029      ,Male   , 56 ,2008-10-26 ,              17 ,E     ,         2510000 ,France    ,FF    ,Insurance     ,Consulting      ,Excellent         ,Offshore ,Full-Time       ,Legal      ,Low            ,Yes                ,Inactive
E02030      ,Male   , 35 ,2013-10-06 ,              12 ,C     ,         1320000 ,USA       ,NA    ,Retail        ,Digital         ,Good              ,Offshore ,Part-Time       ,HR         ,Medium         ,Yes                ,Inactive
E02031      ,Female , 59 ,2017-08-16 ,               8 ,F     ,         1570000 ,Australia ,FF    ,Retail        ,Consulting      ,Average           ,Onshore  ,Full-Time       ,Marketing  ,Low            ,No                 ,Active
E02032      ,Female , 27 ,2001-01-14 ,              24 ,F     ,         2070000 ,Australia ,LATAM ,Banking       ,Engineering     ,Average           ,Onshore  ,Contract        ,Marketing  ,High           ,No                 ,Inactive
E02033      ,Male   , 53 ,2007-03-24 ,              18 ,A     ,         2010000 ,Japan     ,FF    ,Energy        ,Human Resources ,Average           ,Onshore  ,Full-Time       ,Finance    ,Medium         ,Yes                ,Active
E02034      ,Male   , 54 ,2016-03-16 ,               9 ,E     ,         1220000 ,Canada    ,EU    ,Retail        ,Cybersecurity   ,Good              ,Onshore  ,Part-Time       ,Legal      ,High           ,No                 ,Inactive
E02035      ,Male   , 40 ,2022-08-29 ,               3 ,E     ,         1710000 ,India     ,LATAM ,Telecom       ,Human Resources ,Good              ,Offshore ,Part-Time       ,Marketing  ,Low            ,No                 ,Inactive
E02036      ,Male   , 33 ,2004-06-17 ,              21 ,A     ,         2060000 ,UK        ,FF    ,Insurance     ,Cybersecurity   ,Poor              ,Offshore ,Part-Time       ,Sales      ,Medium         ,No                 ,Active
E02037      ,Female , 43 ,2012-02-07 ,              13 ,A     ,         2220000 ,UK        ,NA    ,Insurance     ,Consulting      ,Average           ,Offshore ,Full-Time       ,IT         ,High           ,Yes                ,Inactive
E02038      ,Male   , 24 ,2008-03-12 ,              17 ,A     ,          800000 ,India     ,NA    ,Telecom       ,Data & AI       ,Average           ,Onshore  ,Contract        ,Finance    ,Low            ,Yes                ,Active
E02039      ,Male   , 26 ,2005-10-03 ,              20 ,C     ,         1910000 ,Japan     ,EU    ,Telecom       ,Human Resources ,Excellent         ,Offshore ,Contract        ,IT         ,Medium         ,No                 ,Active
E02040      ,Female , 47 ,2018-03-06 ,               7 ,D     ,         3110000 ,Brazil    ,FF    ,Banking       ,Cybersecurity   ,Average           ,Offshore ,Part-Time       ,HR         ,Low            ,Yes                ,Inactive
E02041      ,Female , 39 ,2022-07-04 ,               3 ,B     ,         2730000 ,UK        ,LATAM ,Retail        ,Engineering     ,Average           ,Onshore  ,Part-Time       ,Marketing  ,Low            ,Yes                ,Active
E02042      ,Male   , 23 ,2018-07-03 ,               7 ,F     ,          850000 ,Australia ,NA    ,Retail        ,Human Resources ,Average           ,Onshore  ,Part-Time       ,IT         ,Medium         ,No                 ,Inactive
E02043      ,Male   , 53 ,2006-05-29 ,              19 ,F     ,         1650000 ,Singapore ,CIS   ,Insurance     ,Data & AI       ,Average           ,Offshore ,Contract        ,Operations ,Medium         ,Yes                ,Inactive
E02044      ,Female , 40 ,2015-11-09 ,              10 ,C     ,         1140000 ,Brazil    ,NA    ,Telecom       ,Engineering     ,Excellent         ,Offshore ,Full-Time       ,IT         ,High           ,Yes                ,Active
E02045      ,Female , 22 ,2019-02-20 ,               6 ,F     ,         1030000 ,Singapore ,CIS   ,Telecom       ,Engineering     ,Poor              ,Onshore  ,Contract        ,IT         ,High           ,Yes                ,Inactive
E02046      ,Male   , 28 ,2005-09-20 ,              20 ,B     ,         1250000 ,Japan     ,APAC  ,Public Sector ,Technology      ,Average           ,Onshore  ,Contract        ,HR         ,Low            ,Yes                ,Inactive
E02047      ,Male   , 24 ,2007-04-26 ,              18 ,A     ,         2830000 ,Japan     ,FF    ,Telecom       ,Technology      ,Average           ,Offshore ,Part-Time       ,Marketing  ,Medium         ,Yes                ,Inactive
E02048      ,Male   , 46 ,2005-11-12 ,              20 ,C     ,         2970000 ,USA       ,EU    ,Energy        ,Cybersecurity   ,Average           ,Offshore ,Full-Time       ,Finance    ,Medium         ,No                 ,Active
E02049      ,Male   , 36 ,2014-10-07 ,              11 ,B     ,         1400000 ,Brazil    ,LATAM ,Public Sector ,Cybersecurity   ,Average           ,Offshore ,Full-Time       ,Operations ,Medium         ,Yes                ,Active
E02050      ,Male   , 35 ,2013-11-05 ,              12 ,B     ,         1630000 ,France    ,NA    ,Banking       ,Human Resources ,Good              ,Onshore  ,Contract        ,Sales      ,Medium         ,No                 ,Active
E02051      ,Male   , 53 ,2012-09-23 ,              13 ,C     ,         2390000 ,USA       ,LATAM ,Telecom       ,Digital         ,Average           ,Offshore ,Full-Time       ,Legal      ,Low            ,Yes                ,Inactive
E02052      ,Male   , 43 ,2002-01-14 ,              23 ,A     ,         3440000 ,Japan     ,APAC  ,Public Sector ,Technology      ,Poor              ,Onshore  ,Part-Time       ,IT         ,High           ,No                 ,Active
E02053      ,Female , 55 ,2019-06-04 ,               6 ,D     ,         1030000 ,Brazil    ,FF    ,Retail        ,Digital         ,Average           ,Offshore ,Contract        ,IT         ,Low            ,Yes                ,Inactive
E02054      ,Female , 40 ,2020-12-26 ,               5 ,E     ,         3290000 ,Canada    ,CIS   ,Public Sector ,Cybersecurity   ,Poor              ,Onshore  ,Contract        ,Marketing  ,High           ,No                 ,Active
E02055      ,Male   , 29 ,2019-02-28 ,               6 ,D     ,         2630000 ,Brazil    ,FF    ,Retail        ,Cybersecurity   ,Poor              ,Onshore  ,Part-Time       ,HR         ,High           ,Yes                ,Active
E02056      ,Male   , 48 ,2014-04-28 ,              11 ,F     ,         3000000 ,Canada    ,MEA   ,Insurance     ,Data & AI       ,Average           ,Onshore  ,Full-Time       ,Finance    ,Low            ,No                 ,Active
E02057      ,Male   , 27 ,2008-03-18 ,              17 ,B     ,         2850000 ,France    ,APAC  ,Manufacturing ,Data & AI       ,Below Average     ,Offshore ,Contract        ,IT         ,High           ,No                 ,Active
E02058      ,Male   , 24 ,2014-03-12 ,              11 ,B     ,         1720000 ,Germany   ,NA    ,Retail        ,Data & AI       ,Average           ,Offshore ,Full-Time       ,IT         ,Low            ,No                 ,Inactive
E02059      ,Male   , 53 ,2008-05-16 ,              17 ,D     ,         2810000 ,Germany   ,EU    ,Energy        ,Digital         ,Average           ,Offshore ,Contract        ,Legal      ,High           ,Yes                ,Inactive
E02060      ,Male   , 57 ,2013-09-29 ,              12 ,C     ,         2600000 ,Australia ,NA    ,Retail        ,Consulting      ,Excellent         ,Offshore ,Full-Time       ,Sales      ,Low            ,No                 ,Active
E02061      ,Male   , 34 ,2018-06-05 ,               7 ,B     ,         2570000 ,Japan     ,LATAM ,Banking       ,Cybersecurity   ,Poor              ,Onshore  ,Part-Time       ,Marketing  ,Medium         ,No                 ,Inactive
E02062      ,Female , 47 ,2002-11-10 ,              23 ,E     ,         3310000 ,Brazil    ,APAC  ,Insurance     ,Cybersecurity   ,Average           ,Offshore ,Contract        ,Legal      ,Medium         ,Yes                ,Active
E02063      ,Male   , 55 ,2011-05-26 ,              14 ,C     ,         2250000 ,USA       ,EU    ,Banking       ,Human Resources ,Excellent         ,Offshore ,Contract        ,IT         ,Low            ,Yes                ,Active
E02064      ,Female , 39 ,2021-01-28 ,               4 ,E     ,         2830000 ,Australia ,MEA   ,Banking       ,Cybersecurity   ,Good              ,Offshore ,Contract        ,Sales      ,Medium         ,Yes                ,Active
E02065      ,Female , 29 ,2007-04-18 ,              18 ,D     ,         1550000 ,Germany   ,LATAM ,Retail        ,Cybersecurity   ,Good              ,Onshore  ,Contract        ,Marketing  ,Low            ,Yes                ,Inactive
E02066      ,Male   , 29 ,2016-10-16 ,               9 ,A     ,         1390000 ,UK        ,LATAM ,Telecom       ,Data & AI       ,Average           ,Offshore ,Part-Time       ,Sales      ,High           ,No                 ,Active
E02067      ,Female , 36 ,2007-04-10 ,              18 ,A     ,         2130000 ,India     ,APAC  ,Banking       ,Human Resources ,Below Average     ,Onshore  ,Part-Time       ,Marketing  ,Medium         ,No                 ,Inactive
E02068      ,Female , 38 ,2007-01-27 ,              18 ,C     ,         1130000 ,Singapore ,CIS   ,Retail        ,Digital         ,Average           ,Offshore ,Contract        ,Operations ,High           ,Yes                ,Inactive
E02069      ,Male   , 55 ,2008-12-02 ,              17 ,F     ,         3260000 ,Singapore ,FF    ,Telecom       ,Data & AI       ,Poor              ,Onshore  ,Contract        ,Marketing  ,Low            ,No                 ,Active
E02070      ,Male   , 32 ,2002-11-06 ,              23 ,E     ,         1890000 ,UK        ,APAC  ,Manufacturing ,Data & AI       ,Good              ,Onshore  ,Contract        ,Marketing  ,Medium         ,Yes                ,Active
